revenue_id,campaign_id,advertiser_id,advertiser_name,business_category,revenue_date,impressions,clicks,conversions,revenue_amount,advertiser_spend,cpm,cpc,cpa,ctr,conversion_rate,created_at
716,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-02,1205,91,9,1213.44,969.86,1007.0,13.33,134.83,7.55,9.89,2025-10-02 23:59:00
717,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-03,268,16,3,360.08,243.57,1343.58,22.5,120.03,5.97,18.75,2025-10-03 23:59:00
718,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-04,4814,625,68,8243.35,6421.21,1712.37,13.19,121.23,12.98,10.88,2025-10-04 23:59:00
719,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-05,691,93,11,1573.69,1068.34,2277.41,16.92,143.06,13.46,11.83,2025-10-05 23:59:00
720,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-06,1874,154,34,3919.68,2631.06,2091.61,25.45,115.28,8.22,22.08,2025-10-06 23:59:00
721,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-07,4038,413,46,6823.96,4849.0,1689.94,16.52,148.35,10.23,11.14,2025-10-07 23:59:00
722,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-08,2778,268,63,8002.09,6248.93,2880.52,29.86,127.02,9.65,23.51,2025-10-08 23:59:00
723,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-09,4565,145,27,2835.63,1827.16,621.17,19.56,105.02,3.18,18.62,2025-10-09 23:59:00
724,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-10,905,98,9,1040.05,701.72,1149.23,10.61,115.56,10.83,9.18,2025-10-10 23:59:00
725,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-11,3237,361,20,2441.16,1722.03,754.14,6.76,122.06,11.15,5.54,2025-10-11 23:59:00
726,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-12,3780,353,72,9862.32,6296.71,2609.08,27.94,136.98,9.34,20.4,2025-10-12 23:59:00
727,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-13,222,19,3,300.05,228.98,1351.58,15.79,100.02,8.56,15.79,2025-10-13 23:59:00
728,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-14,1390,103,24,2956.91,1842.19,2127.27,28.71,123.2,7.41,23.3,2025-10-14 23:59:00
729,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-15,2802,166,26,3066.89,1923.53,1094.54,18.48,117.96,5.92,15.66,2025-10-15 23:59:00
730,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-16,3586,441,104,13881.11,10296.63,3870.92,31.48,133.47,12.3,23.58,2025-10-16 23:59:00
731,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-17,2629,175,20,2525.8,1941.1,960.75,14.43,126.29,6.66,11.43,2025-10-17 23:59:00
732,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-18,2157,73,4,588.31,441.54,272.74,8.06,147.08,3.38,5.48,2025-10-18 23:59:00
733,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-19,884,60,13,1372.03,829.21,1552.07,22.87,105.54,6.79,21.67,2025-10-19 23:59:00
734,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-20,2184,197,23,2627.41,1681.81,1203.03,13.34,114.24,9.02,11.68,2025-10-20 23:59:00
735,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-21,3693,489,91,12092.97,7712.57,3274.57,24.73,132.89,13.24,18.61,2025-10-21 23:59:00
736,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-22,2633,178,11,1535.93,1209.71,583.34,8.63,139.63,6.76,6.18,2025-10-22 23:59:00
737,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-23,3740,465,72,8138.51,6061.79,2176.07,17.5,113.03,12.43,15.48,2025-10-23 23:59:00
738,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-24,128,9,1,108.85,67.05,850.39,12.09,108.85,7.03,11.11,2025-10-24 23:59:00
739,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-25,2144,81,18,2192.22,1345.8,1022.49,27.06,121.79,3.78,22.22,2025-10-25 23:59:00
740,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-26,518,30,3,360.33,291.51,695.62,12.01,120.11,5.79,10.0,2025-10-26 23:59:00
741,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-27,105,12,2,270.92,206.67,2580.19,22.58,135.46,11.43,16.67,2025-10-27 23:59:00
742,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-28,1262,133,22,2593.49,1564.96,2055.06,19.5,117.89,10.54,16.54,2025-10-28 23:59:00
743,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-29,313,23,3,307.73,186.13,983.16,13.38,102.58,7.35,13.04,2025-10-29 23:59:00
744,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-30,1301,41,2,222.72,175.78,171.19,5.43,111.36,3.15,4.88,2025-10-30 23:59:00
745,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-31,700,96,19,2537.96,1881.79,3625.66,26.44,133.58,13.71,19.79,2025-10-31 23:59:00
746,177,38,"Ballard, Smith and Patterson",Legal Services,2025-11-01,2914,320,40,4190.01,2975.77,1437.89,13.09,104.75,10.98,12.5,2025-11-01 23:59:00
747,177,38,"Ballard, Smith and Patterson",Legal Services,2025-11-02,2631,272,60,8680.54,5519.79,3299.33,31.91,144.68,10.34,22.06,2025-11-02 23:59:00
748,177,38,"Ballard, Smith and Patterson",Legal Services,2025-11-03,3694,282,51,5331.17,3258.8,1443.2,18.9,104.53,7.63,18.09,2025-11-03 23:59:00
749,183,19,Jones LLC,Legal Services,2025-09-23,2067,283,40,547.3,418.13,264.78,1.93,13.68,13.69,14.13,2025-09-23 23:59:00
750,183,19,Jones LLC,Legal Services,2025-09-24,4268,358,27,739.6,457.29,173.29,2.07,27.39,8.39,7.54,2025-09-24 23:59:00
751,183,19,Jones LLC,Legal Services,2025-09-25,4559,480,32,924.77,741.32,202.84,1.93,28.9,10.53,6.67,2025-09-25 23:59:00
752,183,19,Jones LLC,Legal Services,2025-09-26,3406,78,11,137.42,83.88,40.35,1.76,12.49,2.29,14.1,2025-09-26 23:59:00
753,183,19,Jones LLC,Legal Services,2025-09-27,703,34,7,49.81,40.84,70.85,1.47,7.12,4.84,20.59,2025-09-27 23:59:00
754,183,19,Jones LLC,Legal Services,2025-09-28,745,97,17,154.95,120.13,207.99,1.6,9.11,13.02,17.53,2025-09-28 23:59:00
755,183,19,Jones LLC,Legal Services,2025-09-29,1969,83,17,164.0,131.43,83.29,1.98,9.65,4.22,20.48,2025-09-29 23:59:00
756,183,19,Jones LLC,Legal Services,2025-09-30,2288,198,28,283.41,240.76,123.87,1.43,10.12,8.65,14.14,2025-09-30 23:59:00
757,183,19,Jones LLC,Legal Services,2025-10-01,2911,230,14,326.09,247.0,112.02,1.42,23.29,7.9,6.09,2025-10-01 23:59:00
758,183,19,Jones LLC,Legal Services,2025-10-02,1427,145,23,212.8,177.13,149.12,1.47,9.25,10.16,15.86,2025-10-02 23:59:00
759,183,19,Jones LLC,Legal Services,2025-10-03,4707,499,103,988.48,836.43,210.0,1.98,9.6,10.6,20.64,2025-10-03 23:59:00
760,183,19,Jones LLC,Legal Services,2025-10-04,547,26,5,48.24,39.37,88.19,1.86,9.65,4.75,19.23,2025-10-04 23:59:00
761,183,19,Jones LLC,Legal Services,2025-10-05,923,132,25,213.34,180.77,231.14,1.62,8.53,14.3,18.94,2025-10-05 23:59:00
762,183,19,Jones LLC,Legal Services,2025-10-06,3258,129,8,261.49,220.75,80.26,2.03,32.69,3.96,6.2,2025-10-06 23:59:00
763,183,19,Jones LLC,Legal Services,2025-10-07,4360,349,83,657.19,443.84,150.73,1.88,7.92,8.0,23.78,2025-10-07 23:59:00
764,183,19,Jones LLC,Legal Services,2025-10-08,2605,329,25,647.0,412.18,248.37,1.97,25.88,12.63,7.6,2025-10-08 23:59:00
765,183,19,Jones LLC,Legal Services,2025-10-09,2734,207,50,391.04,247.21,143.03,1.89,7.82,7.57,24.15,2025-10-09 23:59:00
766,183,19,Jones LLC,Legal Services,2025-10-10,3627,371,38,554.3,346.51,152.83,1.49,14.59,10.23,10.24,2025-10-10 23:59:00
767,183,19,Jones LLC,Legal Services,2025-10-11,1744,57,8,104.39,64.88,59.86,1.83,13.05,3.27,14.04,2025-10-11 23:59:00
768,183,19,Jones LLC,Legal Services,2025-10-12,3535,481,81,988.09,756.24,279.52,2.05,12.2,13.61,16.84,2025-10-12 23:59:00
769,183,19,Jones LLC,Legal Services,2025-10-13,2374,92,17,150.68,126.18,63.47,1.64,8.86,3.88,18.48,2025-10-13 23:59:00
770,183,19,Jones LLC,Legal Services,2025-10-14,1351,102,14,201.02,157.97,148.79,1.97,14.36,7.55,13.73,2025-10-14 23:59:00
771,183,19,Jones LLC,Legal Services,2025-10-15,1768,258,13,507.15,347.17,286.85,1.97,39.01,14.59,5.04,2025-10-15 23:59:00
772,183,19,Jones LLC,Legal Services,2025-10-16,240,29,2,60.95,43.5,253.96,2.1,30.48,12.08,6.9,2025-10-16 23:59:00
773,183,19,Jones LLC,Legal Services,2025-10-17,622,52,2,92.03,63.17,147.96,1.77,46.02,8.36,3.85,2025-10-17 23:59:00
774,183,19,Jones LLC,Legal Services,2025-10-18,4040,197,42,352.69,290.48,87.3,1.79,8.4,4.88,21.32,2025-10-18 23:59:00
775,183,19,Jones LLC,Legal Services,2025-10-19,4491,135,30,229.21,158.7,51.04,1.7,7.64,3.01,22.22,2025-10-19 23:59:00
776,183,19,Jones LLC,Legal Services,2025-10-20,3083,283,29,418.16,332.16,135.63,1.48,14.42,9.18,10.25,2025-10-20 23:59:00
777,183,19,Jones LLC,Legal Services,2025-10-21,1530,212,52,307.6,212.58,201.05,1.45,5.92,13.86,24.53,2025-10-21 23:59:00
778,183,19,Jones LLC,Legal Services,2025-10-22,4167,588,120,1183.79,757.52,284.09,2.01,9.86,14.11,20.41,2025-10-22 23:59:00
779,183,19,Jones LLC,Legal Services,2025-10-23,374,19,4,31.91,19.98,85.32,1.68,7.98,5.08,21.05,2025-10-23 23:59:00
780,191,6,Carter PLC,Insurance,2025-09-16,2006,205,28,1732.98,1429.27,863.9,8.45,61.89,10.22,13.66,2025-09-16 23:59:00
781,191,6,Carter PLC,Insurance,2025-09-17,3541,384,73,3580.77,2342.16,1011.23,9.32,49.05,10.84,19.01,2025-09-17 23:59:00
782,191,6,Carter PLC,Insurance,2025-09-18,1248,155,18,1545.34,1006.31,1238.25,9.97,85.85,12.42,11.61,2025-09-18 23:59:00
783,191,6,Carter PLC,Insurance,2025-09-19,224,24,2,241.09,174.69,1076.29,10.05,120.55,10.71,8.33,2025-09-19 23:59:00
784,191,6,Carter PLC,Insurance,2025-09-20,1597,225,15,1714.58,1097.75,1073.63,7.62,114.31,14.09,6.67,2025-09-20 23:59:00
785,191,6,Carter PLC,Insurance,2025-09-21,2502,358,23,3437.15,2202.05,1373.76,9.6,149.44,14.31,6.42,2025-09-21 23:59:00
786,191,6,Carter PLC,Insurance,2025-09-22,2241,272,63,2648.35,1891.05,1181.77,9.74,42.04,12.14,23.16,2025-09-22 23:59:00
787,194,40,Ruiz-Hall,Healthcare,2025-09-16,4447,155,11,37.12,30.05,8.35,0.24,3.37,3.49,7.1,2025-09-16 23:59:00
788,194,40,Ruiz-Hall,Healthcare,2025-09-17,2725,339,43,24.15,20.51,8.86,0.07,0.56,12.44,12.68,2025-09-17 23:59:00
789,194,40,Ruiz-Hall,Healthcare,2025-09-18,1997,226,16,15.97,12.13,8.0,0.07,1.0,11.32,7.08,2025-09-18 23:59:00
790,194,40,Ruiz-Hall,Healthcare,2025-09-19,4939,215,32,43.49,30.53,8.81,0.2,1.36,4.35,14.88,2025-09-19 23:59:00
791,194,40,Ruiz-Hall,Healthcare,2025-09-20,4489,643,134,37.11,24.51,8.27,0.06,0.28,14.32,20.84,2025-09-20 23:59:00
792,194,40,Ruiz-Hall,Healthcare,2025-09-21,4317,480,72,46.29,38.27,10.72,0.1,0.64,11.12,15.0,2025-09-21 23:59:00
793,194,40,Ruiz-Hall,Healthcare,2025-09-22,3319,362,31,36.72,29.97,11.06,0.1,1.18,10.91,8.56,2025-09-22 23:59:00
794,194,40,Ruiz-Hall,Healthcare,2025-09-23,1955,285,60,16.63,10.98,8.51,0.06,0.28,14.58,21.05,2025-09-23 23:59:00
795,194,40,Ruiz-Hall,Healthcare,2025-09-24,4696,441,40,37.41,29.06,7.97,0.08,0.94,9.39,9.07,2025-09-24 23:59:00
796,194,40,Ruiz-Hall,Healthcare,2025-09-25,2946,332,66,28.08,18.9,9.53,0.08,0.43,11.27,19.88,2025-09-25 23:59:00
797,194,40,Ruiz-Hall,Healthcare,2025-09-26,315,39,9,2.63,1.69,8.35,0.07,0.29,12.38,23.08,2025-09-26 23:59:00
798,194,40,Ruiz-Hall,Healthcare,2025-09-27,1741,251,20,14.38,11.33,8.26,0.06,0.72,14.42,7.97,2025-09-27 23:59:00
799,194,40,Ruiz-Hall,Healthcare,2025-09-28,1882,136,6,16.86,12.69,8.96,0.12,2.81,7.23,4.41,2025-09-28 23:59:00
800,194,40,Ruiz-Hall,Healthcare,2025-09-29,3408,155,8,36.13,24.1,10.6,0.23,4.52,4.55,5.16,2025-09-29 23:59:00
801,194,40,Ruiz-Hall,Healthcare,2025-09-30,2987,400,23,28.95,18.36,9.69,0.07,1.26,13.39,5.75,2025-09-30 23:59:00
